customer_id,first_name,last_name,email,city,state,country,join_date,is_loyal_customer
2737,Yesenia,Hall,yesenia.hall@gmail.com,Lake Garytown,Indiana,Lithuania,2021-08-28,True
2738,Tim,Leon,tleon@example.net,Davidville,California,Luxembourg,2024-02-12,True
2739,Cynthia,Johnson,cynthia_johnson@douglas.com,Port Garrettton,North Dakota,Bahrain,2020-12-13,False
2740,Adam,Carroll,adam.carroll@hotmail.com,Ramirezville,Connecticut,Benin,2022-05-14,True
2741,Alexander,Pena,alexander_pena@gallagher.com,North Joseph,Oklahoma,Nepal,2022-05-21,True
2742,Stephanie,Williams,stephanie_williams@green.biz,Paulafort,California,Mayotte,2022-12-29,False
2743,Diana,Malone,diana_malone@cook-palmer.net,Garrettberg,Tennessee,Netherlands,2023-01-19,False
2744,Michael,Winters,michael_winters@fernandez-nelson.com,Michaelburgh,New York,United States Virgin Islands,2020-11-29,True
2745,John,Miller,john76@yahoo.com,North Rebeccaberg,Massachusetts,Chile,2023-12-09,True
2746,Jason,Li,jason.li@yahoo.com,Claytonville,Tennessee,Bolivia,2025-01-12,False
2747,Anita,Williams,anita_williams@lamb-frank.net,Hortonshire,Michigan,Burkina Faso,2023-05-21,False
2748,Alexander,Woods,alexander.woods@hotmail.com,Pollardfurt,Vermont,Western Sahara,2023-06-18,True
2749,Kevin,Kemp,kkemp@example.org,Owenston,Indiana,Martinique,2021-05-20,True
2750,Joshua,Knight,joshua.knight@yahoo.com,New Brianton,Alaska,Czech Republic,2021-08-16,True
2751,Laura,Cook,laura.cook@hotmail.com,Fieldsview,Massachusetts,Niger,2024-08-29,True
2752,Ian,Sims,ian.sims@hotmail.com,Charleschester,North Carolina,United Arab Emirates,2021-11-23,False
2753,Rachel,Hall,rachel_hall@morris.info,Fischerport,Georgia,Tanzania,2022-12-04,True
2754,Brandy,Butler,bbutler@example.net,North Bradleytown,Alabama,Malaysia,2022-04-12,True
2755,Samantha,Knight,samantha.knight@yahoo.com,Danielleberg,Texas,Cape Verde,2023-05-21,True
2756,James,Bowers,james.bowers@hotmail.com,Weeksbury,Connecticut,Paraguay,2022-12-20,True
2757,Beth,Gomez,beth21@gmail.com,North Craig,South Dakota,Samoa,2022-01-29,True
2758,Joshua,Macdonald,joshua.macdonald@gmail.com,Bakerfort,Nebraska,Namibia,2022-08-02,False
2759,Erin,Lambert,erin_lambert@fisher.com,Holmesfort,Louisiana,Cuba,2025-01-07,True
2760,Abigail,Ewing,aewing@example.org,New Benjaminchester,Indiana,Libyan Arab Jamahiriya,2021-06-24,False
2761,Kirsten,Smith,kirsten_smith@moore.com,New Michael,New York,Germany,2022-12-27,True
2762,Nancy,Duncan,nancy.duncan@yahoo.com,Candacetown,North Dakota,Antarctica (the territory South of 60 deg S),2023-10-21,True
2763,Carla,Clark,cclark@example.net,New Jamesburgh,Hawaii,Hong Kong,2023-08-27,False
2764,Alexis,Smith,asmith@example.com,Port Tammy,Maine,Bahrain,2021-09-28,False
2765,Stacie,Barnes,sbarnes@example.org,North Brianashire,Maryland,Tuvalu,2023-04-03,True
2766,Steven,Gonzales,steven67@hotmail.com,Riceville,Kansas,Paraguay,2021-11-06,False
2767,David,Wilson,david84@yahoo.com,Harrisberg,New York,Nauru,2023-05-14,True
2768,Larry,Baker,lbaker@example.org,Jensentown,West Virginia,Cayman Islands,2021-05-10,False
2769,Stacey,Peterson,stacey_peterson@rios.com,Vanessaville,Massachusetts,Macao,2020-10-18,False
2770,Michaela,Rodgers,mrodgers@example.com,Port Craig,Illinois,Suriname,2022-03-30,False
2771,Jordan,Martinez,jordan.martinez@hotmail.com,Stevenmouth,Nevada,Albania,2022-08-22,True
2772,Michael,Griffin,michael_griffin@white.com,Melissamouth,Georgia,Belarus,2024-12-31,False
2773,Amanda,Brown,amanda_brown@house-walker.com,Elizabethland,Kansas,Paraguay,2023-10-02,False
2774,Jessica,Guzman,jessica_guzman@byrd.org,New Chad,North Carolina,India,2021-07-20,False
2775,James,Pratt,james_pratt@horn.com,Ryanville,Colorado,Tajikistan,2021-06-05,False
2776,Katherine,Robbins,katherine21@yahoo.com,New Tonya,Indiana,Kyrgyz Republic,2024-07-04,False
2777,Joshua,Nelson,joshua_nelson@long.com,Gillhaven,Virginia,Cayman Islands,2023-04-28,True
2778,Jessica,Lawrence,jessica58@yahoo.com,New Ashleystad,Georgia,Sweden,2021-11-19,True
2779,Cynthia,Fuller,cynthia.fuller@hotmail.com,Melissashire,Colorado,Brazil,2021-07-08,True
2780,Billy,Woods,billy.woods@yahoo.com,Lynnport,Maryland,Cook Islands,2022-07-21,True
2781,John,Thomas,john_thomas@perez-diaz.com,Port Kathleen,Wyoming,Greece,2021-12-08,True
2782,Kathryn,Alvarado,kathryn_alvarado@maxwell.com,North Douglas,Tennessee,Nicaragua,2020-12-19,False
2783,Rachel,Williams,rwilliams@example.net,Davidberg,Massachusetts,Nauru,2021-12-30,True
2784,Nicole,Lawrence,nicole_lawrence@morris-walsh.com,Alanchester,West Virginia,Antarctica (the territory South of 60 deg S),2022-05-18,False
2785,Jessica,Suarez,jessica76@yahoo.com,Joseburgh,Vermont,Antarctica (the territory South of 60 deg S),2021-04-29,True
2786,Peter,Cooper,peter72@yahoo.com,Lindastad,Montana,Cameroon,2020-10-20,False
2787,Mary,Saunders,mary69@gmail.com,Wilsonville,California,Mali,2023-05-15,False
2788,Sandra,Wagner,sandra82@gmail.com,New Ruth,Oklahoma,Tonga,2023-02-02,True
2789,Marc,King,marc.king@gmail.com,Thomastown,Connecticut,India,2025-02-01,False
2790,Cheyenne,Williams,cheyenne_williams@reyes-diaz.com,Gabrielleberg,Utah,Bhutan,2022-08-15,True
2791,Joseph,Burns,joseph.burns@hotmail.com,Karenchester,Indiana,Czech Republic,2020-09-02,False
2792,Jessica,Mcclain,jmcclain@example.org,Lake Jeffrey,Connecticut,Qatar,2020-12-06,True
2793,Sydney,Evans,sevans@example.net,New Davidtown,North Dakota,Bosnia and Herzegovina,2020-09-02,False
2794,Edward,Stewart,edward59@gmail.com,New Amandaborough,Massachusetts,Canada,2022-11-07,False
2795,Walter,Gomez,walter_gomez@taylor.com,Frankfort,New York,South Africa,2020-09-05,False
2796,Amanda,Vaughn,avaughn@example.org,West Donnaton,Washington,Guatemala,2024-09-05,True
2797,Jeff,Greene,jgreene@example.org,East Staceyberg,West Virginia,Saint Helena,2023-11-03,True
2798,Joseph,Payne,jpayne@example.net,South Tanyastad,North Dakota,French Polynesia,2021-08-28,False
2799,Kenneth,Huff,kenneth.huff@hotmail.com,Nicholastown,Pennsylvania,Solomon Islands,2024-12-15,False
2800,Joseph,Cortez,jcortez@example.net,Port Sharonfort,Pennsylvania,Saudi Arabia,2021-02-10,False
2801,Elizabeth,Williams,elizabeth_williams@ray-young.com,Alexanderville,Minnesota,Uganda,2022-07-07,True
2802,Angela,Mcmahon,amcmahon@example.org,East Elizabeth,New Jersey,Lithuania,2023-12-06,False
2803,Heather,Ali,hali@example.org,West Jacob,South Dakota,Tajikistan,2024-12-26,False
2804,Jennifer,Burns,jennifer_burns@stout.net,North Johnmouth,New Jersey,Japan,2022-07-02,False
2805,Sarah,Fernandez,sarah.fernandez@gmail.com,South Ashleyberg,Illinois,Cambodia,2022-04-24,True
2806,Jennifer,Moore,jmoore@example.net,East Michael,Virginia,Gabon,2020-11-16,False
2807,Jessica,Woods,jessica98@gmail.com,West Kathleentown,South Dakota,Nauru,2020-11-13,True
2808,Edward,Bishop,ebishop@example.com,Lisafurt,Nevada,Pitcairn Islands,2022-10-03,False
2809,Mary,Cervantes,mary.cervantes@hotmail.com,Monicachester,South Carolina,Sweden,2022-02-09,True
2810,Brian,Fuller,brian_fuller@figueroa.com,Jonathanmouth,Minnesota,Rwanda,2023-09-29,False
2811,Scott,Meyer,scott.meyer@hotmail.com,East Natasha,North Dakota,Malaysia,2020-12-27,False
2812,Cheryl,Williams,cwilliams@example.org,Rachelfurt,Mississippi,Poland,2021-05-10,True
2813,Erica,James,erica48@yahoo.com,Smithchester,Louisiana,Vanuatu,2021-06-10,True
2814,James,Ortiz,james52@gmail.com,Bryanland,Colorado,Yemen,2022-10-11,False
2815,Joshua,Elliott,joshua.elliott@yahoo.com,Campbellfort,Michigan,Cambodia,2025-02-08,True
2816,Wendy,Mcguire,wendy_mcguire@barrera.org,Lake Hunter,Colorado,Bosnia and Herzegovina,2023-03-18,True
2817,Crystal,Proctor,crystal.proctor@yahoo.com,East Ashley,Georgia,Papua New Guinea,2022-08-13,True
2818,Jenna,Mitchell,jmitchell@example.net,Johnsonview,North Carolina,South Africa,2024-11-25,True
2819,Anna,Farrell,anna_farrell@lamb-trujillo.com,Williambury,Minnesota,Wallis and Futuna,2021-04-03,True
2820,Joseph,Riley,joseph81@hotmail.com,South Laurachester,Idaho,Suriname,2021-08-21,True
2821,Samantha,Vincent,svincent@example.com,Armstrongview,New York,Korea,2023-06-27,True
2822,Johnathan,Boone,jboone@example.org,West Michele,Rhode Island,Korea,2024-05-20,True
2823,Kayla,Harris,kharris@example.org,Briannaville,Pennsylvania,Azerbaijan,2023-05-24,True
2824,Danielle,Becker,danielle_becker@williams.org,Roweborough,Wyoming,Greenland,2024-01-24,True
2825,Jon,Reynolds,jon_reynolds@zuniga.com,South Williamshire,New Mexico,Lebanon,2023-07-22,True
2826,Maurice,Anthony,maurice89@hotmail.com,North Patrick,New Hampshire,Korea,2022-02-05,False
2827,Carla,Tran,carla45@gmail.com,Matthewfurt,New Hampshire,Argentina,2020-10-12,False
2828,Jimmy,Dunn,jimmy_dunn@young-morton.com,New Sean,Connecticut,Bermuda,2024-10-23,False
2829,John,Jimenez,jjimenez@example.org,Watsonfurt,Minnesota,Timor-Leste,2022-03-03,True
2830,Donald,Jackson,donald_jackson@padilla.com,Danielleberg,Nebraska,Gambia,2021-10-22,False
2831,Melissa,Obrien,melissa.obrien@gmail.com,Dodsonton,Wyoming,India,2021-11-02,False
2832,Robert,Day,robert.day@gmail.com,Lake Tricia,Ohio,Liberia,2024-09-22,False
2833,Harry,Pollard,harry.pollard@hotmail.com,Montgomerymouth,Indiana,Sweden,2023-06-21,False
2834,Jeffrey,Dean,jeffrey.dean@yahoo.com,South Kennethmouth,Oregon,Macao,2023-01-22,True
2835,Charles,Brown,charles_brown@smith.com,West Mark,Kansas,Ghana,2021-01-28,True
2836,Eric,Spears,eric95@hotmail.com,New Ambertown,Indiana,Nicaragua,2023-04-17,True
2837,Anthony,Hines,anthony_hines@thompson-blanchard.com,Allisonstad,Alabama,Trinidad and Tobago,2022-08-18,True
2838,Nicole,Hayes,nicole.hayes@hotmail.com,Lake Richardside,Louisiana,United States Virgin Islands,2023-10-13,True
2839,Erika,Shaffer,erika_shaffer@richards.com,Port Sandra,Connecticut,Dominica,2024-12-23,False
2840,Yvonne,Arroyo,yarroyo@example.com,Smallview,Minnesota,Guadeloupe,2024-11-09,True
2841,Brett,Brown,brett_brown@wyatt.org,Wagnerville,Maryland,Sudan,2024-04-18,False
2842,Craig,Smith,craig14@hotmail.com,Stephensbury,Maryland,Mauritania,2024-10-28,False
2843,Harold,Klein,harold10@yahoo.com,West Roberthaven,Maine,Mauritania,2023-12-20,False
2844,Matthew,Clayton,matthew_clayton@davidson.net,Port Lauren,Colorado,Liberia,2024-11-04,False
2845,Brian,Jimenez,brian.jimenez@yahoo.com,South Christineville,Alabama,Saint Martin,2023-01-29,False
2846,Mark,Morgan,mark.morgan@yahoo.com,South Patriciashire,Vermont,Macao,2024-02-15,False
2847,Phillip,Lucas,phillip23@hotmail.com,Acevedoland,Alabama,Gabon,2023-09-29,False
2848,Anna,Pearson,anna.pearson@hotmail.com,Maureenport,Washington,Yemen,2024-10-30,True
2849,Kevin,Patterson,kevin57@yahoo.com,Fieldstown,Delaware,Latvia,2022-10-27,True
2850,Christian,Hawkins,chawkins@example.net,West Anthony,Florida,Dominican Republic,2024-03-10,False
2851,Amanda,Zimmerman,amanda.zimmerman@hotmail.com,East Henry,Nebraska,Georgia,2021-02-16,True
2852,Lauren,Reid,lauren56@gmail.com,South Patrickside,Wisconsin,Niger,2021-12-29,True
2853,David,Clark,david29@yahoo.com,New Derrickfurt,Michigan,Micronesia,2022-07-12,False
2854,Heather,Liu,heather14@hotmail.com,Port Martin,Ohio,Papua New Guinea,2023-03-19,False
2855,Michael,Le,michael_le@wells.org,Laurenberg,Connecticut,Belize,2023-02-27,False
2856,Jamie,Byrd,jamie.byrd@hotmail.com,West Richard,Montana,Philippines,2020-12-25,False
2857,Shelia,Long,shelia_long@grant-williams.info,Batesfurt,North Dakota,Mauritania,2021-06-30,False
2858,Jason,Jennings,jjennings@example.com,North Alexiston,Utah,Cook Islands,2022-07-24,False
2859,Cody,Thompson,cthompson@example.com,West Catherinehaven,Texas,Liechtenstein,2021-06-27,True
2860,Dakota,Romero,dakota80@gmail.com,Lake Gabriellestad,Tennessee,Dominican Republic,2021-06-18,False
2861,Robert,Stevens,robert97@gmail.com,New Autumnburgh,Connecticut,Nauru,2022-10-12,False
2862,Kathryn,Woods,kwoods@example.org,Kathleenville,Indiana,Kazakhstan,2022-04-06,True
2863,Dawn,Ritter,dawn.ritter@gmail.com,East Joseph,West Virginia,Antigua and Barbuda,2023-09-20,True
2864,Thomas,Hebert,thomas.hebert@gmail.com,Brandistad,South Carolina,Fiji,2021-12-15,False
2865,Amy,Hamilton,amy_hamilton@baker.info,Christianmouth,Florida,Uzbekistan,2023-04-30,False
2866,Victoria,Rice,victoria69@gmail.com,Ayalamouth,Delaware,Tokelau,2020-09-26,True
2867,Jonathan,Hicks,jonathan83@hotmail.com,Ramirezchester,Delaware,Kyrgyz Republic,2024-03-30,False
2868,Wendy,Molina,wendy.molina@gmail.com,Andrewborough,Alaska,Montenegro,2022-06-15,False
2869,Cynthia,Henderson,cynthia83@hotmail.com,Beckhaven,Utah,Peru,2021-11-16,True
2870,Kenneth,Fowler,kenneth.fowler@hotmail.com,Markmouth,Mississippi,Denmark,2021-04-17,True
2871,Michael,Durham,michael48@yahoo.com,Lake Johnnybury,Hawaii,Netherlands Antilles,2024-04-05,True
2872,James,George,james49@gmail.com,Mcgeeport,South Carolina,Venezuela,2021-10-19,False
2873,Christopher,Leonard,christopher_leonard@king.biz,East Chelseyhaven,Alaska,Turks and Caicos Islands,2022-05-13,True
2874,Melissa,Montgomery,melissa18@yahoo.com,Lauraside,New Hampshire,Saint Barthelemy,2024-10-10,True
2875,Daniel,Gomez,dgomez@example.org,Miketon,Missouri,United States Minor Outlying Islands,2023-03-13,False
2876,Brittney,Reed,brittney.reed@gmail.com,North John,South Dakota,Montserrat,2024-12-05,False
2877,Jennifer,Walker,jennifer62@gmail.com,Bullockborough,Massachusetts,Slovenia,2021-08-15,True
2878,Maria,Underwood,maria.underwood@gmail.com,Kellyport,West Virginia,Faroe Islands,2022-12-06,False
2879,Sara,Harris,sara_harris@brown.net,Terrellborough,Ohio,Saint Pierre and Miquelon,2025-02-08,False
2880,Leslie,Lee,leslie_lee@lynch.com,West Williamstad,Minnesota,Paraguay,2024-04-19,True
2881,William,Bartlett,william94@hotmail.com,Ericaville,Indiana,Korea,2025-01-14,True
2882,Joel,Miles,jmiles@example.com,Pollardside,Indiana,Norway,2021-03-25,True
2883,Paul,Arnold,paul16@yahoo.com,New Karen,Louisiana,Marshall Islands,2023-11-09,True
2884,Adam,Haas,adam.haas@gmail.com,Christieview,Kansas,Russian Federation,2024-09-02,True
2885,Matthew,Holmes,mholmes@example.com,Walkerton,Illinois,Gambia,2024-07-27,False
2886,Rachel,Davis,rdavis@example.net,New Mikeshire,Pennsylvania,Bermuda,2021-11-16,False
2887,Timothy,Lopez,timothy_lopez@roy-maynard.info,Garyshire,Ohio,Kuwait,2024-06-08,True
2888,Craig,Lewis,craig61@gmail.com,Colemanburgh,Mississippi,Nigeria,2023-02-16,False
2889,Dale,White,dale_white@moore.com,Romeroshire,Ohio,Senegal,2020-09-05,False
2890,Timothy,Weiss,timothy_weiss@welch-gray.com,South Danielle,Kansas,Christmas Island,2022-10-04,True
2891,Amanda,Scott,amanda.scott@hotmail.com,Richardmouth,Rhode Island,Saint Helena,2022-08-05,True
2892,Crystal,Valencia,crystal_valencia@boyd-mclaughlin.biz,East Robert,Tennessee,Afghanistan,2022-06-18,False
2893,Tami,Brown,tami25@gmail.com,New Adam,Florida,Bulgaria,2021-06-25,True
2894,Ryan,Hayes,ryan_hayes@reyes.com,East Bobfurt,Maryland,Saint Kitts and Nevis,2024-04-28,False
2895,Jonathan,Zamora,jonathan_zamora@brown.com,East Megan,Ohio,Denmark,2022-05-28,False
2896,Alice,Frederick,alice.frederick@hotmail.com,Port Richard,West Virginia,French Southern Territories,2022-03-28,True
2897,Christian,Moore,christian_moore@pittman.com,Bennettmouth,Nebraska,British Indian Ocean Territory (Chagos Archipelago),2023-09-18,True
2898,Theresa,French,theresa.french@hotmail.com,New Aliciaton,Alabama,Nigeria,2021-02-19,False
2899,Erin,Walsh,erin17@hotmail.com,Spencerfurt,Oklahoma,Eritrea,2022-11-01,False
2900,Thomas,Flores,thomas_flores@robinson-howard.com,Adamsberg,Nebraska,Netherlands,2021-10-03,True
2901,Heather,Miller,hmiller@example.org,Bakerfurt,Nevada,Austria,2023-03-20,True
2902,Cindy,Rivera,cindy57@hotmail.com,North Jerome,Maryland,Cocos (Keeling) Islands,2022-05-01,True
2903,Patricia,Osborne,patricia_osborne@carney.com,New Cynthiabury,Idaho,Azerbaijan,2023-10-13,True
2904,Timothy,Schwartz,timothy59@yahoo.com,Lake Ashleymouth,Utah,Paraguay,2020-09-05,False
2905,Amanda,Smith,asmith@example.org,Christopherchester,Colorado,Tajikistan,2022-02-06,True
2906,Derrick,Fisher,derrick_fisher@king-scott.org,Wiseville,Virginia,Portugal,2022-11-09,True
2907,Angela,Howard,ahoward@example.org,Lake Russell,Illinois,Mongolia,2021-07-12,True
2908,Dawn,Glover,dawn_glover@torres-reyes.com,Williamsonview,Alaska,Solomon Islands,2023-08-08,True
2909,Alexander,Matthews,amatthews@example.com,Cooleyberg,Oklahoma,India,2023-08-13,True
2910,Mary,Cowan,mary65@gmail.com,Alfredville,Illinois,Saudi Arabia,2021-02-19,False
2911,David,Walsh,david_walsh@schneider.net,West Garrett,Kentucky,Djibouti,2023-04-06,True
2912,Carol,Strong,carol98@gmail.com,Kellerbury,Rhode Island,Gabon,2023-10-04,True
2913,Mary,Miles,mary.miles@yahoo.com,Port Kim,New Hampshire,New Zealand,2021-06-04,False
2914,Anthony,Thompson,anthony.thompson@yahoo.com,Angelaport,Maryland,Solomon Islands,2021-08-25,False
2915,James,Williams,james.williams@hotmail.com,Barkerland,Massachusetts,Burkina Faso,2022-01-22,True
2916,Thomas,Lopez,thomas.lopez@hotmail.com,Kyleport,Michigan,Fiji,2022-01-26,False
2917,Christina,Oliver,christina.oliver@hotmail.com,Port Whitneyview,Hawaii,Micronesia,2022-03-01,True
2918,Veronica,Williams,veronica.williams@gmail.com,East Victorberg,Alabama,Paraguay,2024-09-09,True
2919,Gerald,Walters,gerald77@yahoo.com,West Todd,Nevada,Haiti,2023-04-20,True
2920,Jennifer,Weber,jweber@example.net,West Larry,New Jersey,Turkmenistan,2022-03-10,False
2921,Mary,Jenkins,mary.jenkins@hotmail.com,Harrisstad,Hawaii,Turkey,2022-03-16,True
2922,Emily,Ortiz,emily.ortiz@gmail.com,Lindseyfurt,Pennsylvania,American Samoa,2021-12-27,True
2923,Michelle,Davis,michelle.davis@gmail.com,Joshualand,Washington,Denmark,2023-11-21,True
2924,Andrew,Murray,andrew.murray@gmail.com,Dodsonchester,Hawaii,Estonia,2022-06-28,True
2925,Jacob,Baker,jacob_baker@oliver-rodriguez.com,New Jasonberg,Louisiana,Samoa,2022-06-05,False
2926,Kenneth,Mcclure,kenneth34@hotmail.com,Howardhaven,Maryland,Germany,2022-02-19,False
2927,Julia,Robertson,julia52@yahoo.com,West David,Maine,Saint Helena,2020-12-28,False
2928,Jordan,Wilson,jwilson@example.com,North Maxwellchester,Nevada,Moldova,2024-06-03,False
2929,Shannon,Dudley,shannon72@gmail.com,Cunninghamville,Michigan,Saint Pierre and Miquelon,2024-12-03,False
2930,Justin,Edwards,justin_edwards@moreno.com,Dominguezberg,Kentucky,Guyana,2023-02-27,False
2931,Suzanne,Bell,suzanne_bell@cruz.biz,Jasonchester,Virginia,Nicaragua,2021-12-24,False
2932,Ricky,Daniels,ricky_daniels@dawson-rojas.com,South Haileytown,Iowa,Saint Martin,2021-05-31,False
2933,Evan,Johnson,evan_johnson@brown.biz,East Bryanside,Wyoming,Lithuania,2022-02-19,False
2934,Donna,Ramos,donna_ramos@wade.info,Josephstad,Iowa,Suriname,2021-05-14,True
2935,Deborah,Banks,dbanks@example.net,Floydhaven,Florida,Netherlands,2021-10-04,True
2936,Chelsea,Hawkins,chelsea_hawkins@henderson-anderson.com,New Olivia,West Virginia,Philippines,2023-01-12,True
2937,Audrey,Wilson,audrey.wilson@hotmail.com,South Rickymouth,North Dakota,Ghana,2021-09-07,False
2938,Ricardo,Hammond,ricardo_hammond@moore-ingram.info,Wangburgh,Alaska,Cuba,2024-10-11,False
2939,Michelle,Wells,michelle.wells@hotmail.com,West Calvinborough,Connecticut,Guinea-Bissau,2024-02-16,True
2940,Ronald,Riley,rriley@example.net,North Dana,New York,Norway,2021-09-18,True
2941,Xavier,Turner,xturner@example.org,West Derek,Louisiana,Libyan Arab Jamahiriya,2021-03-18,False
2942,William,Jordan,william81@hotmail.com,Jasonstad,Washington,Botswana,2024-06-25,True
2943,Tracy,Reynolds,tracy_reynolds@mccullough-ford.com,Karenshire,Virginia,Italy,2024-09-25,True
2944,Elaine,Good,elaine94@yahoo.com,Lake Karen,Ohio,Cote d'Ivoire,2024-01-03,True
2945,Michelle,Taylor,michelle26@gmail.com,Heatherbury,Arizona,United Kingdom,2023-01-31,False
2946,Elizabeth,Wagner,elizabeth_wagner@bell.com,Port Karen,Montana,Nigeria,2023-11-03,True
2947,Samantha,Kane,skane@example.net,Ruthton,Colorado,Malta,2021-04-03,False
2948,Michael,Fox,michael.fox@hotmail.com,Cuevasfort,South Carolina,Guinea,2020-10-02,False
2949,Thomas,Rivera,thomas_rivera@sutton-houston.com,Newmantown,New York,Slovakia (Slovak Republic),2024-02-10,False
2950,Nicole,Garcia,ngarcia@example.org,East Ericport,Virginia,Saint Helena,2023-02-22,True
2951,John,Hopkins,john94@hotmail.com,Wigginsfurt,Ohio,Madagascar,2023-06-13,True
2952,Brandon,Lopez,blopez@example.org,Hendricksburgh,Nevada,Philippines,2022-06-25,False
2953,Michele,Williams,michele_williams@cruz.com,Lake Lawrence,California,Guinea-Bissau,2022-04-05,False
2954,Tristan,Sanchez,tristan.sanchez@gmail.com,Laurenchester,Montana,Vietnam,2021-10-23,True
2955,Joshua,Knight,joshua_knight@hernandez.biz,Jacksonfort,Vermont,Iraq,2024-01-28,True
2956,Austin,Sullivan,asullivan@example.com,West Brittneyton,North Carolina,Niger,2021-12-10,True
2957,Christine,Drake,cdrake@example.net,East Taylorton,Massachusetts,Ghana,2023-04-26,False
2958,Traci,Martin,traci.martin@hotmail.com,Smithland,Pennsylvania,Bahrain,2023-05-25,True
2959,Heather,Hardy,heather.hardy@gmail.com,New Wyattville,Illinois,Timor-Leste,2023-09-27,True
2960,Jeremy,Anderson,jeremy_anderson@anderson.com,Sheilaport,Rhode Island,Faroe Islands,2022-01-14,True
2961,Wanda,Berg,wberg@example.org,Adrianland,Louisiana,Qatar,2022-06-17,False
2962,Paul,Carter,paul32@hotmail.com,Michaelchester,Vermont,Northern Mariana Islands,2023-08-14,False
2963,David,Ellis,dellis@example.org,Floresport,Louisiana,Bouvet Island (Bouvetoya),2024-01-05,False
2964,Danny,Mitchell,danny20@yahoo.com,Kellyland,Nevada,Zambia,2022-12-17,False
2965,David,Holland,david62@gmail.com,Victoriahaven,Florida,Honduras,2024-10-17,True
2966,Monica,Bell,monica.bell@hotmail.com,North Joshua,Pennsylvania,Eritrea,2023-04-26,True
2967,Mary,Rodriguez,mary45@hotmail.com,South Katherine,Rhode Island,Turks and Caicos Islands,2021-08-13,False
2968,Lynn,Medina,lynn96@hotmail.com,Cruztown,Missouri,Angola,2021-01-08,False
2969,Kenneth,Lopez,kenneth_lopez@ramos.com,Robertbury,California,Netherlands Antilles,2024-09-19,True
2970,Eric,Olson,eolson@example.net,South Linda,Michigan,Eritrea,2024-09-17,False
2971,Paula,Mitchell,paula24@hotmail.com,Gutierrezview,Iowa,Belgium,2022-12-04,False
2972,Lisa,Chang,lisa17@yahoo.com,North Shawn,South Carolina,Singapore,2022-02-18,True
2973,Patricia,Schmidt,patricia46@hotmail.com,South Adriana,North Carolina,Malta,2022-07-13,False
2974,Charles,Lee,charles.lee@yahoo.com,East Michaelmouth,Virginia,Saint Barthelemy,2021-08-18,True
2975,Kristine,Wagner,kristine.wagner@hotmail.com,Patriciaborough,Indiana,China,2021-12-01,False
2976,Tracy,Lam,tracy_lam@ross.com,North Kimberlychester,North Dakota,Ukraine,2022-11-11,False
2977,Nicholas,Morrison,nicholas_morrison@hancock.com,Lisachester,California,Guatemala,2022-03-29,True
2978,Jason,Murray,jmurray@example.org,Johnsonstad,North Dakota,Uzbekistan,2022-11-10,False
2979,Michelle,Estes,mestes@example.com,West Veronica,Florida,Nepal,2021-07-01,True
2980,Dawn,Farrell,dfarrell@example.net,Lake Jasonville,South Carolina,Mali,2021-05-15,True
2981,Erin,Norris,erin99@gmail.com,Port Traceystad,Oregon,Solomon Islands,2024-04-19,False
2982,Melanie,Jackson,melanie46@yahoo.com,Johnberg,Minnesota,Honduras,2024-05-04,True
2983,Paul,Noble,paul.noble@gmail.com,Garytown,Nebraska,Iran,2025-01-21,True
2984,Jason,Allen,jallen@example.net,Robertfurt,New Hampshire,Slovenia,2024-03-10,True
2985,Kevin,Reid,kevin76@hotmail.com,Port Paultown,Arizona,Serbia,2023-05-23,False
2986,Karen,Alvarado,karen_alvarado@garcia-white.net,East Danielberg,Kentucky,Nicaragua,2023-12-28,True
2987,Angela,Silva,angela.silva@yahoo.com,New Mariebury,Hawaii,Bouvet Island (Bouvetoya),2022-12-25,False
2988,Barry,Scott,bscott@example.net,Aliciashire,Louisiana,Turkey,2022-01-02,False
2989,Karen,Patton,karen.patton@gmail.com,South Brittanyville,Nebraska,American Samoa,2024-06-05,True
2990,Aaron,Valentine,aaron.valentine@yahoo.com,New Brendastad,Missouri,Guyana,2022-11-05,False
2991,Taylor,Smith,taylor_smith@travis.net,Robertview,Indiana,Martinique,2021-03-25,True
2992,Rebecca,Nelson,rebecca.nelson@gmail.com,Lake Juan,Nevada,Western Sahara,2021-11-08,True
2993,Christie,Payne,christie88@hotmail.com,East Amanda,North Dakota,Svalbard & Jan Mayen Islands,2023-04-14,False
2994,Brianna,Valdez,brianna77@yahoo.com,Lake Lisa,Oklahoma,Oman,2022-05-26,True
2995,Kathy,Frank,kfrank@example.org,East Davidside,Wyoming,Saint Kitts and Nevis,2024-02-14,False
2996,Mercedes,Parker,mercedes_parker@holmes.net,Brownville,Kansas,Luxembourg,2021-07-07,True
2997,Elizabeth,Chavez,elizabeth.chavez@hotmail.com,South Darlene,Louisiana,Georgia,2021-05-05,False
2998,Benjamin,Morgan,benjamin_morgan@werner.com,Sandyborough,Virginia,Kazakhstan,2021-11-17,True
2999,Billy,Holloway,bholloway@example.net,Garzaburgh,Louisiana,Saint Vincent and the Grenadines,2022-05-03,False
3000,Michael,Boyd,michael_boyd@green-downs.info,Smithbury,Minnesota,Poland,2023-12-22,False
3001,Sandra,King,sking@example.org,Holttown,New Mexico,Turkmenistan,2020-09-18,True
